,SampleDate,pH,Location,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate
0,2012-06-05,8.47,Big Sioux River @ Bahnson,24.1,8.0,0.003,5.3,76.0,64.0,0.2,2.6
1,2012-06-08,8.5,Big Sioux River @ Bahnson,22.45,7.22,0.0,4.4,64.5,112.0,0.03,2.1
2,2012-06-11,8.38,Big Sioux River @ Bahnson,20.5,7.5,0.0,4.5,55.0,93.0,0.02,1.9
3,2012-06-14,7.61,Big Sioux River @ Bahnson,23.1,7.21,0.0,6.0,69.0,166.0,0.02,2.0
4,2012-06-19,8.69,Big Sioux River @ Bahnson,26.66,8.24,1.091,7.3,41.0,214.0,0.04,1.4
5,2012-06-22,8.45,Big Sioux River @ Bahnson,22.4,7.18,1.032,7.9,51.0,272.0,0.03,0.75
6,2012-06-26,8.42,Big Sioux River @ Bahnson,24.1,7.0,0.08,8.3,56.0,93.0,0.01,0.91
7,2012-06-28,7.71,Big Sioux River @ Bahnson,23.59,8.27,0.004,7.4,51.0,102.0,0.01,0.51
8,2012-07-02,8.3,Big Sioux River @ Bahnson,23.7,8.43,0.004,9.1,67.0,152.0,0.03,0.52
9,2012-07-05,8.37,Big Sioux River @ Bahnson,27.9,7.38,0.023,,44.5,2420.0,0.04,0.041
10,2012-07-10,8.32,Big Sioux River @ Bahnson,24.9,7.1,0.03,7.6,52.0,129.0,0.02,2.3
11,2012-07-13,8.04,Big Sioux River @ Bahnson,24.2,7.34,0.004,5.7,50.0,261.0,0.02,3.2
12,2012-07-17,8.52,Big Sioux River @ Bahnson,26.16,6.25,1.148,6.7,54.0,96.0,0.06,2.7
13,2012-07-25,7.8,Big Sioux River @ Bahnson,28.25,7.26,1.1,6.9,40.5,621.0,0.41,6.6
14,2012-07-27,7.83,Big Sioux River @ Bahnson,25.9,5.12,0.06,2.9,17.0,108.0,1.42,14.0
15,2012-07-29,8.43,Big Sioux River @ Bahnson,26.25,4.88,1.2,3.6,53.0,2420.0,0.12,1.3
16,2012-07-30,8.79,Big Sioux River @ Bahnson,31.9,10.29,1.374,8.1,24.0,,0.02,8.2
17,2012-08-01,8.39,Big Sioux River @ Bahnson,26.81,7.03,1.429,5.9,28.0,297.0,0.13,20.0
18,2012-08-03,8.34,Big Sioux River @ Bahnson,25.3,5.24,1.185,5.9,37.0,387.0,0.04,6.1
19,2012-08-07,8.16,Big Sioux River @ Bahnson,24.9,5.9,1.29,5.5,47.5,249.0,0.03,7.2
20,2012-08-09,8.41,Big Sioux River @ Bahnson,22.35,4.79,1.254,7.2,40.0,238.0,0.09,4.7
21,2012-08-14,8.37,Big Sioux River @ Bahnson,20.12,6.73,1.266,4.6,37.0,184.0,0.06,7.1
22,2012-08-17,8.28,Big Sioux River @ Bahnson,18.7,7.31,1.411,3.4,31.0,55.0,0.04,9.4
23,2012-08-21,8.41,Big Sioux River @ Bahnson,20.4,7.12,1.2,6.3,24.0,291.0,0.02,9.9
24,2012-08-23,8.07,Big Sioux River @ Bahnson,21.34,5.83,1.34,8.5,26.0,148.0,0.06,9.0
25,2012-08-28,8.27,Big Sioux River @ Bahnson,23.64,6.15,1.42,5.2,20.0,210.0,0.06,10.0
26,2012-08-30,8.3,Big Sioux River @ Bahnson,23.49,6.86,1.598,3.8,20.0,185.0,0.12,7.9
27,2012-09-04,8.34,Big Sioux River @ Bahnson,21.92,5.6,1.134,9.2,38.0,1011.0,0.26,6.7
28,2012-09-07,8.23,Big Sioux River @ Bahnson,19.76,5.87,1.387,6.1,6.1,770.0,0.68,5.0
29,2012-09-11,8.42,Big Sioux River @ Bahnson,19.23,7.76,1.653,4.6,410.0,308.0,0.07,17.0
30,2012-09-14,8.24,Big Sioux River @ Bahnson,17.49,6.21,1.451,3.3,27.0,1120.0,0.14,8.9
31,2012-09-18,8.28,Big Sioux River @ Bahnson,14.17,6.31,1.639,3.0,24.0,111.0,0.06,15.0
32,2012-09-21,8.12,Big Sioux River @ Bahnson,15.81,7.16,1.694,4.6,27.5,135.0,0.08,9.4
33,2012-09-25,8.27,Big Sioux River @ Bahnson,14.42,7.08,1.567,12.3,17.0,120.0,0.08,15.0
34,2012-09-28,8.33,Big Sioux River @ Bahnson,13.9,6.51,1.761,1.1,17.0,147.0,0.18,17.0
35,2012-10-02,8.5,Big Sioux River @ Bahnson,17.88,7.51,1.724,4.5,14.5,155.0,0.22,17.0
36,2012-10-04,9.26,Big Sioux River @ Bahnson,11.47,8.27,0.876,3.2,28.0,461.0,0.5,3.1
37,2012-10-09,8.3,Big Sioux River @ Bahnson,11.27,9.73,1.412,4.0,16.5,77.0,0.07,7.9
38,2012-10-10,8.09,Big Sioux River @ Bahnson,8.56,9.12,1.521,5.1,13.5,105.0,0.01,7.4
39,2012-10-16,8.21,Big Sioux River @ Bahnson,13.0,8.33,1.397,6.1,20.0,53.0,0.07,6.8
40,2012-10-19,0.0,Big Sioux River @ Bahnson,0.0,0.0,0.0,,,,1.7,
41,2012-10-19,7.73,Big Sioux River @ Bahnson,15.36,10.81,1.654,9.5,34.0,2420.0,1.82,1.6
42,2012-10-22,8.17,Big Sioux River @ Bahnson,14.92,10.51,0.01,5.9,39.0,102.0,0.17,5.3
43,2012-10-24,8.68,Big Sioux River @ Bahnson,12.51,11.12,0.08,6.9,39.0,167.0,0.49,3.4
44,2012-10-30,8.5,Big Sioux River @ Bahnson,7.97,15.51,1.173,6.6,34.0,84.0,0.05,5.9
45,2012-10-31,8.41,Big Sioux River @ Bahnson,13.51,11.78,0.009,6.2,14.0,81.0,0.08,4.3
46,2012-11-05,8.7,Big Sioux River @ Bahnson,6.67,15.66,1.086,5.5,23.0,119.0,0.09,3.1
47,2012-11-08,8.41,Big Sioux River @ Bahnson,17.69,10.87,0.006,6.5,23.0,46.0,0.04,12.0
48,2012-11-13,7.92,Big Sioux River @ Bahnson,1.79,16.4,1.232,7.9,14.0,194.0,0.12,5.6
49,2012-11-15,8.21,Big Sioux River @ Bahnson,4.54,14.12,1.184,6.2,21.0,74.0,0.11,2.7
50,2012-11-20,8.0,Big Sioux River @ Bahnson,7.19,12.75,0.007,7.9,27.5,59.0,0.29,1.1
51,2012-11-28,7.1,Big Sioux River @ Bahnson,4.85,13.44,1.328,8.6,37.0,22.0,0.07,2.7
52,2012-11-29,8.26,Big Sioux River @ Bahnson,2.37,16.51,1.279,7.8,21.0,38.0,0.09,1.9
53,2012-12-04,7.16,Big Sioux River @ Bahnson,4.22,13.43,1.215,4.8,24.0,46.0,0.11,2.5
54,2012-12-05,7.96,Big Sioux River @ Bahnson,2.33,15.4,1.226,7.9,27.6,23.0,0.04,1.9
55,2012-12-11,8.79,Big Sioux River @ Bahnson,2.4,16.43,1.118,9.3,35.5,68.0,0.2,3.6
56,2012-12-12,9.04,Big Sioux River @ Bahnson,2.15,14.66,1.448,10.0,40.5,285.0,0.25,4.2
57,2012-12-18,9.64,Big Sioux River @ Bahnson,2.74,13.93,1.606,13.3,38.0,41.0,0.1,3.0
58,2012-12-21,9.3,Big Sioux River @ Bahnson,0.64,12.63,1.535,7.6,12.7,63.0,0.2,4.0
59,2013-01-02,7.63,Big Sioux River @ Bahnson,0.16,12.36,1.555,7.6,24.7,326.0,1.05,7.9
60,2013-01-03,8.5,Big Sioux River @ Bahnson,0.23,13.09,1.623,2.7,13.3,365.0,0.4,8.6
61,2013-01-09,8.9,Big Sioux River @ Bahnson,2.21,14.36,1.652,4.9,19.3,488.0,0.22,9.5
62,2013-01-10,8.1,Big Sioux River @ Bahnson,1.92,13.68,1.697,5.2,14.0,365.0,0.35,8.5
63,2013-01-16,8.4,Big Sioux River @ Bahnson,3.73,12.62,0.714,4.5,16.7,150.0,0.29,9.0
64,2013-01-28,7.54,Big Sioux River @ Bahnson,1.99,14.63,3.763,11.1,22.0,613.0,0.15,2.3
65,2013-01-29,8.22,Big Sioux River @ Bahnson,2.85,14.66,3.479,14.5,30.2,727.0,0.69,4.2
66,2013-02-04,8.13,Big Sioux River @ Bahnson,2.75,11.34,0.059,7.3,33.0,210.0,0.08,8.5
67,2013-02-06,8.22,Big Sioux River @ Bahnson,2.01,12.7,1.936,6.8,17.6,122.0,0.17,12.0
68,2013-02-13,8.12,Big Sioux River @ Bahnson,2.61,14.31,3.431,9.6,31.0,173.0,0.24,9.4
69,2013-02-26,7.22,Big Sioux River @ Bahnson,2.08,13.13,2.076,5.9,22.5,214.0,0.28,8.9
70,2013-02-28,7.28,Big Sioux River @ Bahnson,2.4,12.74,2.106,5.6,16.5,276.0,0.29,8.0
71,2013-03-06,7.5,Big Sioux River @ Bahnson,2.36,12.25,2.096,4.6,6.4,921.0,0.2,10.0
72,2013-03-08,7.15,Big Sioux River @ Bahnson,2.25,12.32,1.887,4.1,20.0,326.0,0.23,8.3
73,2013-03-11,8.65,Big Sioux River @ Bahnson,0.56,16.34,1.425,13.0,46.0,2420.0,0.49,2.3
74,2013-03-15,8.79,Big Sioux River @ Bahnson,1.38,16.99,0.554,2.6,20.0,207.0,,2.5
75,2013-03-19,9.03,Big Sioux River @ Bahnson,2.15,15.84,0.695,14.2,49.0,99.0,0.88,3.4
76,2013-03-21,8.52,Big Sioux River @ Bahnson,1.27,17.01,0.769,12.0,15.0,17.0,1.18,3.9
77,2013-03-26,9.13,Big Sioux River @ Bahnson,2.66,14.33,0.984,6.5,6.5,9.0,1.45,5.1
78,2013-03-29,9.58,Big Sioux River @ Bahnson,3.8,12.36,0.931,5.8,14.0,13.0,1.01,3.6
79,2013-04-03,9.1,Big Sioux River @ Bahnson,1.41,16.32,0.571,12.2,186.0,54.0,,1.5
80,2013-04-05,8.25,Big Sioux River @ Bahnson,4.8,14.96,0.643,7.1,77.0,17.0,,1.7
81,2013-04-09,8.33,Big Sioux River @ Bahnson,5.03,14.14,0.979,8.0,96.0,148.0,,1.7
82,2013-04-12,8.5,Big Sioux River @ Bahnson,3.5,14.16,0.937,43.0,45.0,14.0,,
83,2013-04-16,8.66,Big Sioux River @ Bahnson,6.1,13.38,0.966,3.3,43.0,51.0,,2.3
84,2013-04-19,8.69,Big Sioux River @ Bahnson,3.19,16.28,1.031,5.3,28.5,66.0,,2.4
85,2013-04-25,8.62,Big Sioux River @ Bahnson,6.07,12.81,1.032,5.7,37.0,54.0,,2.1
86,2013-04-26,8.61,Big Sioux River @ Bahnson,8.92,12.08,1.034,6.9,45.0,62.0,,2.0
87,2013-04-29,8.61,Big Sioux River @ Bahnson,13.76,9.76,0.975,,99.0,115.0,,2.2
88,2013-04-30,8.52,Big Sioux River @ Bahnson,14.84,9.36,0.921,4.0,135.0,116.0,,2.4
89,2013-05-09,8.41,Big Sioux River @ Bahnson,14.12,10.36,0.955,3.8,57.0,,,1.6
90,2013-05-10,8.32,Big Sioux River @ Bahnson,13.84,12.13,0.789,3.0,71.0,28.0,,1.5
91,2013-05-15,8.33,Big Sioux River @ Bahnson,14.89,10.89,0.965,6.4,67.0,16.0,,0.46
92,2013-05-17,8.63,Big Sioux River @ Bahnson,15.36,8.48,0.712,5.7,41.0,1986.0,,0.54
93,2013-05-20,8.66,Big Sioux River @ Bahnson,19.55,7.53,0.97,5.6,35.0,91.0,,0.44
94,2013-05-21,8.86,Big Sioux River @ Bahnson,18.2,8.63,1.004,6.5,39.0,53.0,,0.75
95,2013-05-29,8.63,Big Sioux River @ Bahnson,17.46,9.65,0.958,5.2,62.0,1300.0,,1.2
96,2013-05-31,8.63,Big Sioux River @ Bahnson,18.75,9.83,1.063,,56.0,179.0,,1.7
97,2013-06-04,8.46,Big Sioux River @ Bahnson,16.95,8.7,0.916,3.7,60.0,1986.0,0.11,1.3
98,2013-06-06,8.54,Big Sioux River @ Bahnson,18.03,9.54,1.021,3.5,79.0,102.0,0.04,0.92
99,2013-06-11,8.43,Big Sioux River @ Bahnson,20.22,9.32,1.045,4.0,113.0,1553.0,0.07,2.3
100,2013-06-13,8.39,Big Sioux River @ Bahnson,19.47,9.21,0.969,2.6,152.0,517.0,0.07,2.3
101,2013-06-17,8.46,Big Sioux River @ Bahnson,22.26,7.67,1.008,5.6,127.0,249.0,0.07,1.7
102,2013-06-20,8.51,Big Sioux River @ Bahnson,22.44,7.01,1.049,6.4,96.5,649.0,0.05,1.7
103,2013-06-25,8.46,Big Sioux River @ Bahnson,23.21,10.02,0.91,4.6,163.0,4106.0,0.1,2.5
104,2013-06-27,8.41,Big Sioux River @ Bahnson,24.61,6.61,0.642,5.0,227.0,933.0,0.11,2.5
105,2013-07-01,8.29,Big Sioux River @ Bahnson,24.88,8.28,0.001,5.0,153.0,99.0,0.1,0.5
106,2013-07-03,8.1,Big Sioux River @ Bahnson,28.02,7.8,0.0,3.3,116.0,365.0,0.13,
107,2013-07-10,8.43,Big Sioux River @ Bahnson,25.64,6.21,0.991,3.3,71.0,219.0,0.01,1.7
108,2013-07-11,8.56,Big Sioux River @ Bahnson,25.49,6.85,0.971,3.7,56.0,345.0,0.32,1.3
109,2013-07-15,8.5,Big Sioux River @ Bahnson,24.23,6.61,1.014,2.3,64.0,248.0,0.11,1.1
110,2013-07-17,8.47,Big Sioux River @ Bahnson,25.85,6.52,0.959,2.1,71.0,816.0,0.08,1.4
111,2013-07-23,8.5,Big Sioux River @ Bahnson,24.79,6.89,9447.0,3.5,92.0,114.0,0.01,1.5
112,2013-07-26,8.59,Big Sioux River @ Bahnson,23.62,6.62,1.003,1.3,60.0,155.0,0.02,1.9
113,2013-07-29,8.62,Big Sioux River @ Bahnson,21.28,7.32,1.027,1.7,44.0,60.0,0.04,2.1
114,2013-07-31,8.61,Big Sioux River @ Bahnson,21.96,7.12,1.039,1.8,26.0,130.0,0.04,2.0
115,2013-08-06,8.71,Big Sioux River @ Bahnson,23.45,7.3,1.04,2.4,31.0,155.0,0.09,2.2
116,2013-08-09,8.76,Big Sioux River @ Bahnson,22.22,7.34,1.045,3.0,28.0,1739.0,0.02,2.2
117,2013-08-12,8.72,Big Sioux River @ Bahnson,22.1,7.63,0.927,4.2,36.0,1120.0,0.03,1.7
118,2013-08-13,8.91,Big Sioux River @ Bahnson,22.02,7.71,0.983,4.0,39.0,980.0,0.01,1.5
119,2013-08-21,8.72,Big Sioux River @ Bahnson,24.92,6.23,1.025,3.2,35.0,137.0,0.01,1.5
120,2013-08-23,8.55,Big Sioux River @ Bahnson,24.81,6.78,0.948,4.2,41.0,146.0,0.03,2.0
121,2013-08-26,8.93,Big Sioux River @ Bahnson,28.9,7.44,1.097,4.2,36.0,142.0,0.01,2.0
122,2013-08-29,8.78,Big Sioux River @ Bahnson,27.85,6.26,1.108,3.3,40.0,162.0,0.24,2.2
123,2013-09-03,8.69,Big Sioux River @ Bahnson,22.56,6.7,1.111,3.5,53.0,613.0,0.02,2.0
124,2013-09-05,8.66,Big Sioux River @ Bahnson,24.24,6.29,1.156,3.9,101.0,308.0,0.07,3.2
125,2013-09-10,7.71,Big Sioux River @ Bahnson,25.13,6.62,1.163,4.9,141.0,548.0,0.01,3.4
126,2013-09-11,8.76,Big Sioux River @ Bahnson,23.04,6.72,1.152,3.3,41.0,579.0,0.03,2.3
127,2013-09-18,8.97,Big Sioux River @ Bahnson,20.79,9.21,1.158,5.2,46.0,144.0,0.02,3.6
128,2013-09-20,8.78,Big Sioux River @ Bahnson,17.35,8.6,1.154,5.6,45.5,1300.0,0.02,3.3
129,2013-09-23,8.84,Big Sioux River @ Bahnson,17.25,8.67,1.125,5.0,32.5,308.0,0.02,2.1
130,2013-09-26,8.62,Big Sioux River @ Bahnson,18.91,8.54,1.131,4.1,30.0,152.0,0.01,2.8
131,2013-10-01,8.86,Big Sioux River @ Bahnson,18.39,9.06,1.056,4.9,26.0,228.0,0.01,4.0
132,2013-10-02,8.78,Big Sioux River @ Bahnson,15.81,9.49,1.101,4.8,25.0,186.0,0.01,3.4
133,2013-10-07,8.69,Big Sioux River @ Bahnson,11.86,11.84,1.091,5.0,17.0,135.4,0.01,2.9
134,2013-10-09,8.83,Big Sioux River @ Bahnson,14.27,10.78,1.083,7.7,36.0,88.4,0.03,3.7
135,2013-10-16,8.8,Big Sioux River @ Bahnson,10.85,11.87,0.9,5.2,21.0,1299.7,0.02,3.7
136,2013-10-18,8.81,Big Sioux River @ Bahnson,8.96,12.54,1.028,3.9,21.0,387.3,0.01,6.1
137,2013-10-22,9.03,Big Sioux River @ Bahnson,7.51,14.64,0.869,5.4,27.0,79.8,0.02,2.9
138,2013-10-25,8.75,Big Sioux River @ Bahnson,5.68,12.55,0.906,2.5,9.0,49.0,0.1,3.6
139,2013-10-28,8.87,Big Sioux River @ Bahnson,6.97,12.8,0.949,4.0,18.5,36.0,0.01,2.9
140,2013-10-31,8.88,Big Sioux River @ Bahnson,6.47,12.03,0.973,1.2,11.0,64.0,0.07,3.7
141,2013-11-04,9.03,Big Sioux River @ Bahnson,8.24,14.85,0.992,2.4,21.2,23.0,0.01,3.6
142,2013-11-08,8.99,Big Sioux River @ Bahnson,4.67,15.51,1.059,3.5,25.0,47.0,0.01,4.1
143,2013-11-12,8.89,Big Sioux River @ Bahnson,1.57,14.39,1.152,3.8,17.0,10.0,0.03,8.7
144,2013-11-13,8.74,Big Sioux River @ Bahnson,1.61,14.7,1.186,3.1,11.5,21.0,0.04,8.9
145,2013-11-18,8.99,Big Sioux River @ Bahnson,4.67,15.76,0.991,2.7,5.0,13.0,0.01,3.6
146,2013-11-19,8.88,Big Sioux River @ Bahnson,3.29,12.77,1.017,4.2,8.5,26.0,0.01,4.6
147,2013-11-25,9.05,Big Sioux River @ Bahnson,1.09,14.37,1.167,8.0,4.5,34.0,0.04,5.0
148,2013-11-27,9.04,Big Sioux River @ Bahnson,1.3,15.42,1.184,3.4,10.5,12.0,0.1,6.4
149,2013-12-04,9.35,Big Sioux River @ Bahnson,0.37,13.12,1.178,2.6,4.5,16.0,0.03,5.7
150,2013-12-19,7.76,Big Sioux River @ Bahnson,0.92,15.38,1.41,2.1,5.7,179.0,0.22,6.9
151,2013-12-20,8.23,Big Sioux River @ Bahnson,0.06,16.95,1.397,3.7,,248.0,0.21,8.7
152,2014-01-13,8.52,Big Sioux River @ Bahnson,3.63,15.76,1.555,1.3,3.5,,0.43,8.6
153,2014-02-18,7.83,Big Sioux River @ Bahnson,1.97,10.63,4.609,15.5,13.5,,0.14,15.0
154,2014-02-19,7.73,Big Sioux River @ Bahnson,4.8,12.41,4.415,13.0,13.0,,,10.0
155,2014-03-12,7.87,Big Sioux River @ Bahnson,1.9,13.61,0.75,,35.0,,,2.1
156,2014-03-14,7.93,Big Sioux River @ Bahnson,1.32,14.18,0.604,,26.0,,,3.3
157,2014-03-20,8.02,Big Sioux River @ Bahnson,0.85,13.68,0.77,,26.5,,,2.7
158,2014-03-21,8.02,Big Sioux River @ Bahnson,0.94,14.6,0.56,,39.0,,,2.6
159,2014-03-24,8.14,Big Sioux River @ Bahnson,0.93,15.42,0.522,,32.0,,,2.6
160,2014-03-26,8.3,Big Sioux River @ Bahnson,1.51,14.76,0.621,,47.2,,,2.5
161,2014-03-31,8.29,Big Sioux River @ Bahnson,5.3,11.63,0.677,,146.0,,0.43,1.7
162,2014-04-02,8.33,Big Sioux River @ Bahnson,3.13,14.22,0.709,,101.0,40.0,0.55,1.7
163,2014-04-07,8.39,Big Sioux River @ Bahnson,7.26,11.92,0.704,,86.0,,0.3,1.5
164,2014-04-10,8.44,Big Sioux River @ Bahnson,11.76,10.73,0.791,,71.0,8.0,0.1,1.7
165,2014-04-15,8.55,Big Sioux River @ Bahnson,6.97,11.98,0.837,,63.0,10.0,0.01,1.3
166,2014-04-17,8.62,Big Sioux River @ Bahnson,6.55,13.72,0.86,4.7,48.0,16.0,0.03,0.98
167,2014-04-24,8.7,Big Sioux River @ Bahnson,13.64,11.3,0.959,8.0,82.0,23.0,0.05,0.74
168,2014-04-25,8.55,Big Sioux River @ Bahnson,13.39,10.82,0.914,5.5,85.0,17.0,0.01,0.36
169,2014-04-29,8.45,Big Sioux River @ Bahnson,8.77,11.4,0.936,,54.0,74.0,0.01,0.27
170,2014-05-01,8.61,Big Sioux River @ Bahnson,7.07,12.92,0.956,,52.0,172.0,0.01,1.2
171,2014-05-05,8.55,Big Sioux River @ Bahnson,12.77,11.07,0.993,4.6,70.0,11.0,,0.76
172,2014-05-06,8.62,Big Sioux River @ Bahnson,12.77,11.36,1.022,5.4,61.0,11.0,,1.6
173,2014-05-15,8.65,Big Sioux River @ Bahnson,10.95,11.13,0.95,,68.0,133.0,,0.18
174,2014-05-16,8.57,Big Sioux River @ Bahnson,9.79,12.04,0.978,,65.3,30.0,,0.51
175,2014-05-19,8.47,Big Sioux River @ Bahnson,14.7,10.09,0.985,,52.0,40.0,,0.5
176,2014-05-23,8.52,Big Sioux River @ Bahnson,18.31,9.48,1.024,4.0,37.0,24.0,,0.41
177,2014-05-28,8.49,Big Sioux River @ Bahnson,23.08,8.35,0.947,5.7,30.0,2420.0,,0.52
178,2014-05-29,8.44,Big Sioux River @ Bahnson,24.75,8.1,0.98,5.1,2.3,167.0,,0.71
179,2014-06-05,8.18,Big Sioux River @ Bahnson,20.67,7.59,0.886,6.2,147.5,1986.0,0.54,2.0
180,2014-06-06,8.22,Big Sioux River @ Bahnson,21.53,7.8,0.753,5.2,266.0,2420.0,0.3,1.3
181,2014-06-10,8.25,Big Sioux River @ Bahnson,18.58,7.63,0.816,4.7,217.0,1553.0,0.12,1.3
182,2014-06-11,8.17,Big Sioux River @ Bahnson,20.03,8.3,0.84,5.3,198.0,921.0,0.33,1.4
183,2014-06-17,7.94,Big Sioux River @ Bahnson,17.76,8.59,0.42,,492.0,24196.0,0.35,1.2
184,2014-06-18,8.02,Big Sioux River @ Bahnson,20.12,8.14,0.531,5.5,340.0,4284.0,0.14,1.6
185,2014-06-26,8.23,Big Sioux River @ Bahnson,23.18,6.84,0.991,3.2,93.0,291.0,0.31,1.9
186,2014-06-27,8.29,Big Sioux River @ Bahnson,22.79,7.47,0.966,,101.0,387.0,,1.9
187,2014-07-02,8.37,Big Sioux River @ Bahnson,18.8,8.15,0.956,3.2,72.0,236.0,0.14,2.0
188,2014-07-03,8.34,Big Sioux River @ Bahnson,19.92,8.65,0.936,,70.0,199.0,0.03,1.8
189,2014-07-07,8.39,Big Sioux River @ Bahnson,24.25,7.13,1.004,3.8,56.0,206.0,0.22,1.5
190,2014-07-09,8.58,Big Sioux River @ Bahnson,23.82,8.58,0.994,6.3,55.0,138.0,0.13,1.3
191,2014-07-15,8.6,Big Sioux River @ Bahnson,20.8,9.75,0.968,5.9,57.0,205.0,0.19,0.68
192,2014-07-17,8.52,Big Sioux River @ Bahnson,21.39,8.2,0.855,5.6,88.0,291.0,0.04,0.7
193,2014-07-23,8.41,Big Sioux River @ Bahnson,25.44,7.75,0.887,8.9,164.0,96.0,0.05,0.74
194,2014-07-24,8.27,Big Sioux River @ Bahnson,23.56,6.99,0.904,6.6,186.0,3076.0,0.01,1.3
195,2014-07-28,8.32,Big Sioux River @ Bahnson,22.14,7.84,0.907,4.4,114.0,161.0,0.02,1.0
196,2014-08-01,8.46,Big Sioux River @ Bahnson,24.79,8.3,0.986,5.3,121.0,308.0,0.01,1.5
197,2014-08-05,8.41,Big Sioux River @ Bahnson,22.63,7.7,0.937,5.8,107.0,285.0,0.01,
198,2014-08-08,8.42,Big Sioux River @ Bahnson,21.54,7.42,0.921,4.4,94.0,1414.0,0.09,0.86
199,2014-08-11,8.54,Big Sioux River @ Bahnson,22.58,6.6,0.936,6.4,114.0,276.0,0.28,1.2
200,2014-08-14,8.5,Big Sioux River @ Bahnson,22.74,6.39,0.904,8.7,110.0,299.0,0.07,1.0
201,2014-08-18,8.49,Big Sioux River @ Bahnson,24.33,6.18,0.773,5.1,105.0,488.0,0.01,1.3
202,2014-08-22,8.58,Big Sioux River @ Bahnson,26.58,5.69,0.933,5.6,99.0,365.0,0.02,1.1
203,2014-08-26,8.72,Big Sioux River @ Bahnson,21.68,7.06,0.871,7.2,108.0,579.0,0.08,0.26
204,2014-08-29,8.51,Big Sioux River @ Bahnson,21.7,7.26,0.861,,,1300.0,,1.0
205,2014-09-03,8.68,Big Sioux River @ Bahnson,20.89,7.73,0.96,8.4,84.0,613.0,0.39,1.1
206,2014-09-05,8.61,Big Sioux River @ Bahnson,19.18,7.93,1.033,6.0,61.0,397.0,0.45,1.9
207,2014-09-11,8.55,Big Sioux River @ Bahnson,14.74,9.48,0.912,6.3,56.0,1300.0,0.24,1.5
208,2014-09-12,8.54,Big Sioux River @ Bahnson,14.32,10.19,0.899,5.8,61.0,2092.0,0.26,0.76
209,2014-09-17,8.81,Big Sioux River @ Bahnson,18.71,13.39,0.929,9.3,71.0,300.0,0.16,0.82
210,2014-09-19,8.51,Big Sioux River @ Bahnson,18.28,7.81,0.985,6.5,62.0,236.0,0.02,2.3
211,2014-09-25,8.52,Big Sioux River @ Bahnson,18.1,9.02,1.002,6.0,48.0,142.0,0.03,2.5
212,2014-09-26,8.49,Big Sioux River @ Bahnson,19.05,7.55,0.977,6.3,53.0,172.0,0.15,1.7
213,2014-10-03,8.52,Big Sioux River @ Bahnson,11.7,9.3,0.956,5.3,40.0,,0.19,1.9
214,2014-10-10,8.53,Big Sioux River @ Bahnson,10.3,10.26,1.051,8.1,45.0,,0.07,1.7
215,2014-10-17,8.49,Big Sioux River @ Bahnson,11.18,9.82,0.985,9.3,39.0,,0.02,2.1
216,2014-10-24,8.36,Big Sioux River @ Bahnson,13.09,9.15,0.958,8.6,44.5,,0.04,2.6
217,2014-10-31,8.54,Big Sioux River @ Bahnson,5.52,13.08,0.999,7.0,20.0,,0.04,2.5
218,2014-11-07,8.57,Big Sioux River @ Bahnson,6.34,13.68,0.986,5.2,13.0,,0.03,2.4
219,2014-11-14,8.28,Big Sioux River @ Bahnson,0.0,14.63,1.233,4.0,6.8,,0.1,5.0
220,2014-11-21,8.32,Big Sioux River @ Bahnson,0.25,15.14,1.231,3.9,6.0,,0.05,3.7
221,2014-11-26,8.44,Big Sioux River @ Bahnson,2.04,14.32,1.408,3.2,3.0,,0.12,4.1
222,2014-12-05,8.36,Big Sioux River @ Bahnson,1.5,14.52,1.315,3.8,5.0,,,5.0
223,2014-12-11,7.86,Big Sioux River @ Bahnson,1.15,14.25,1.291,2.7,5.3,,,4.9
224,2014-12-18,7.87,Big Sioux River @ Bahnson,1.45,14.45,1.213,4.1,5.7,,,4.4
225,2014-12-23,8.2,Big Sioux River @ Bahnson,1.76,14.71,1.127,5.0,,,0.24,3.5
226,2014-12-29,8.31,Big Sioux River @ Bahnson,1.35,10.66,1.175,1.6,,,,3.7
227,2015-01-09,,Big Sioux River @ Bahnson,0.1440165093167965,,,,,,,
228,2015-01-12,,Big Sioux River @ Bahnson,0.1251944407234395,,,,,,,
229,2015-01-21,8.22,Big Sioux River @ Bahnson,2.42,,1.705,3.8,,,,7.5
230,2015-01-26,7.77,Big Sioux River @ Bahnson,2.97,16.35,1.864,,3.2,,0.49,5.4
231,2015-02-05,,Big Sioux River @ Bahnson,0.4098060470707147,,,,,,,
232,2015-02-12,8.03,Big Sioux River @ Bahnson,1.04,15.44,1.335,,2.5,,,5.7
233,2015-02-17,7.99,Big Sioux River @ Bahnson,2.15,17.7,1.145,,3.2,,,5.4
234,2015-02-26,,Big Sioux River @ Bahnson,0.103248488874951,,,,,,,
235,2015-03-05,,Big Sioux River @ Bahnson,0.332765153502103,,,,,,,
236,2015-03-12,7.07,Big Sioux River @ Bahnson,1.38,15.28,0.723,,16.0,,,4.0
237,2015-03-19,7.66,Big Sioux River @ Bahnson,7.03,13.15,0.523,,99.0,,0.63,1.8
238,2015-03-26,7.68,Big Sioux River @ Bahnson,4.24,13.06,0.828,4.5,14.0,,,3.3
