,SampleDate,pH,Location,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate
2897,2021-03-18,,Big Sioux River @ Timberline,3.880007131266126,,,,,,,
2898,2021-03-25,,Big Sioux River @ Timberline,5.393367333857332,,,,,,,
2899,2021-04-01,,Big Sioux River @ Timberline,4.401434044740845,,,,,,,
2900,2021-04-06,8.93,Big Sioux River @ Timberline,13.3,9.91,,5.15,76.7,,0.02,3.6
2901,2021-04-15,,Big Sioux River @ Timberline,6.064518790358438,,,,,,,
2902,2021-04-21,8.91,Big Sioux River @ Timberline,8.5,11.1,,4.84,78.0,,0.04,3.1
2903,2021-04-29,,Big Sioux River @ Timberline,15.155534529098658,,,4.67,65.0,,0.05,2.5
2904,2021-05-03,8.95,Big Sioux River @ Timberline,16.5,11.73,,7.56,72.0,20.0,0.03,2.3
2905,2021-05-13,8.82,Big Sioux River @ Timberline,14.5,11.1,,11.13,56.0,56.0,0.13,2.2
2906,2021-05-20,8.58,Big Sioux River @ Timberline,18.6,8.55,,8.69,52.0,248.0,0.07,1.9
2907,2021-05-27,8.51,Big Sioux River @ Timberline,18.4,6.8,,9.11,55.0,517.0,0.04,2.3
2908,2021-06-03,8.54,Big Sioux River @ Timberline,20.5,7.35,,10.56,60.0,120.0,0.02,2.4
2909,2021-06-10,8.37,Big Sioux River @ Timberline,26.8,7.55,,7.02,52.6,144.0,0.38,5.1
2910,2021-06-17,8.6,Big Sioux River @ Timberline,23.9,8.38,,7.4,60.0,261.0,0.02,6.4
2911,2021-06-25,6.52,Big Sioux River @ Timberline,21.4,7.88,,5.1,53.0,291.0,0.02,9.0
2912,2021-07-01,8.33,Big Sioux River @ Timberline,22.9,6.61,,4.64,38.0,276.0,0.02,11.0
2913,2021-07-08,8.35,Big Sioux River @ Timberline,19.8,6.5,,5.52,37.0,411.0,0.08,15.0
2914,2021-07-16,8.36,Big Sioux River @ Timberline,22.1,7.05,,4.68,46.0,387.0,0.02,8.2
2915,2021-07-22,8.47,Big Sioux River @ Timberline,23.6,8.31,,6.0,27.0,186.0,0.03,15.0
2916,2021-07-29,7.93,Big Sioux River @ Timberline,24.7,7.04,,4.52,29.0,172.0,0.1,22.0
2917,2021-08-05,8.46,Big Sioux River @ Timberline,22.5,7.75,,4.52,29.0,172.0,0.1,22.0
2918,2021-08-12,8.31,Big Sioux River @ Timberline,23.1,7.24,,4.01,16.0,248.0,0.02,17.0
2919,2021-08-19,8.36,Big Sioux River @ Timberline,24.1,6.77,,4.67,17.0,138.0,0.07,14.0
2920,2021-08-26,8.28,Big Sioux River @ Timberline,21.5,7.72,,4.45,27.0,142.0,0.08,17.0
2921,2021-09-03,8.36,Big Sioux River @ Timberline,20.0,8.21,,7.67,32.0,816.0,0.23,8.7
2922,2021-09-09,8.46,Big Sioux River @ Timberline,18.2,8.76,,6.85,28.0,435.0,0.06,10.0
2923,2021-09-16,8.34,Big Sioux River @ Timberline,19.2,8.76,,7.38,25.0,152.0,0.07,12.0
2924,2021-09-23,8.54,Big Sioux River @ Timberline,15.2,9.13,,6.05,25.0,291.0,0.04,9.9
2925,2021-09-30,8.32,Big Sioux River @ Timberline,19.3,8.96,,8.03,21.0,2420.0,0.08,12.0
2926,2021-10-07,8.46,Big Sioux River @ Timberline,17.8,9.19,,4.6,24.0,,0.04,12.2
2927,2021-10-14,8.54,Big Sioux River @ Timberline,11.6,10.16,,8.0,24.0,,0.08,10.0
2928,2021-10-21,7.9,Big Sioux River @ Timberline,10.3,12.34,,6.0,44.0,,0.19,5.8
2929,2021-10-28,8.42,Big Sioux River @ Timberline,9.9,9.9,,6.1,51.0,,0.04,3.7
2930,2021-11-05,7.18,Big Sioux River @ Timberline,5.8,12.43,,3.3,27.0,,0.16,5.2
2931,2021-11-09,8.45,Big Sioux River @ Timberline,7.9,13.91,,4.4,28.0,,0.08,5.7
2932,2021-11-18,8.81,Big Sioux River @ Timberline,3.3,18.42,,3.4,15.5,,0.05,7.3
2933,2021-11-24,8.45,Big Sioux River @ Timberline,3.6,12.0,,2.8,11.0,,0.06,6.4
2934,2021-12-02,,Big Sioux River @ Timberline,8.222831761307829,,,3.2,10.0,,0.05,11.6
2935,2021-12-09,8.52,Big Sioux River @ Timberline,1.6,12.79,,2.9,9.0,,0.1,10.0
2936,2021-12-16,7.84,Big Sioux River @ Timberline,0.3,14.75,,9.0,61.5,,0.29,5.0
2937,2021-12-22,7.82,Big Sioux River @ Timberline,0.5,913.37,,3.2,4.0,,0.1,7.5
2938,2021-12-30,8.38,Big Sioux River @ Timberline,0.3,13.54,,3.8,8.0,,0.09,9.5
2939,2022-01-06,,Big Sioux River @ Timberline,0.1052759100763861,,,2.59,17.0,,0.05,6.2
2940,2022-01-13,,Big Sioux River @ Timberline,3.5616771210576563,,,3.02,8.8,,0.06,10.7
2941,2022-01-20,8.2,Big Sioux River @ Timberline,0.7,13.12,,3.59,4.0,,0.12,9.8
2942,2022-01-27,8.17,Big Sioux River @ Timberline,2.5,13.67,,4.15,3.0,,0.15,15.5
2943,2022-02-03,8.11,Big Sioux River @ Timberline,0.8,12.6,,3.67,5.0,,0.23,17.8
2944,2022-02-10,8.25,Big Sioux River @ Timberline,2.5,13.57,,6.39,7.0,,0.15,10.7
2945,2022-02-25,8.25,Big Sioux River @ Timberline,2.1,15.9,,4.79,2.0,,0.08,15.4
2946,2022-03-03,8.33,Big Sioux River @ Timberline,2.2,14.38,,8.6,9.0,,0.11,10.2
2947,2022-03-17,8.27,Big Sioux River @ Timberline,1.6,13.13,,6.4,11.2,,0.3,16.3
2948,2022-03-24,8.09,Big Sioux River @ Timberline,0.9,13.93,,7.7,145.0,,0.29,1.9
2949,2022-03-31,8.3,Big Sioux River @ Timberline,2.1,13.56,,4.4,22.0,,0.26,3.3
2950,2022-04-07,8.68,Big Sioux River @ Timberline,4.9,12.67,,5.6,32.0,,0.41,2.9
2951,2022-04-14,8.78,Big Sioux River @ Timberline,4.3,12.18,,8.3,46.0,,0.08,2.4
2952,2022-04-28,8.72,Big Sioux River @ Timberline,9.8,13.05,,7.6,64.0,,0.39,1.9
2953,2022-05-05,8.35,Big Sioux River @ Timberline,9.9,10.43,,6.8,117.0,24.0,0.03,3.1
2954,2022-05-12,8.28,Big Sioux River @ Timberline,18.8,8.58,,5.1,147.0,980.0,0.04,6.1
2955,2022-05-19,8.3,Big Sioux River @ Timberline,17.9,9.13,,3.8,152.0,110.0,0.03,2.2
2956,2022-05-26,8.41,Big Sioux River @ Timberline,14.1,9.5,,3.0,108.0,93.0,0.02,2.2
2957,2022-06-02,8.35,Big Sioux River @ Timberline,16.7,9.17,,3.4,115.0,1203.0,0.06,2.6
2958,2022-06-10,8.29,Big Sioux River @ Timberline,19.6,7.9,,2.8,118.0,866.0,0.05,2.0
2959,2022-06-16,8.39,Big Sioux River @ Timberline,23.4,7.68,,3.5,107.0,461.0,0.01,2.9
2960,2022-06-23,8.5,Big Sioux River @ Timberline,24.6,6.62,,5.5,75.0,387.0,0.02,4.3
2961,2022-07-01,8.31,Big Sioux River @ Timberline,23.9,7.04,,6.0,58.0,228.0,0.04,3.0
2962,2022-07-08,8.09,Big Sioux River @ Timberline,24.8,7.35,,8.1,125.0,1414.0,0.2,2.2
2963,2022-07-14,8.25,Big Sioux River @ Timberline,25.5,6.53,,5.6,62.0,261.0,0.02,2.8
2964,2022-07-21,8.34,Big Sioux River @ Timberline,25.5,7.06,,,,,,
2965,2022-07-21,,Big Sioux River @ Timberline,24.480727262172504,,,,,,,
2966,2022-07-28,14.0,Big Sioux River @ Timberline,21.3,7.91,,4.95,56.0,1046.0,0.07,5.0
2967,2022-08-04,8.19,Big Sioux River @ Timberline,22.9,6.29,,4.7,46.0,345.0,0.02,7.1
2968,2022-08-11,8.55,Big Sioux River @ Timberline,25.7,12.41,,5.9,66.0,345.0,0.02,5.0
2969,2022-08-18,8.16,Big Sioux River @ Timberline,21.8,6.6,,4.0,31.0,435.0,0.02,6.4
2970,2022-08-24,8.51,Big Sioux River @ Timberline,25.6,11.5,,6.5,18.0,93.0,0.02,9.4
2971,2022-09-01,8.11,Big Sioux River @ Timberline,21.5,6.44,,4.0,24.0,192.0,0.08,8.7
2972,2022-09-08,8.06,Big Sioux River @ Timberline,21.3,5.92,,5.4,32.0,194.0,0.11,10.8
2973,2022-09-15,8.05,Big Sioux River @ Timberline,19.7,7.5,,5.8,27.0,261.0,0.09,15.0
2974,2022-09-22,8.22,Big Sioux River @ Timberline,15.1,7.62,,3.3,14.0,142.0,0.02,7.0
2975,2022-09-27,8.19,Big Sioux River @ Timberline,13.9,8.14,,4.2,7.0,219.0,0.07,10.9
2976,2022-10-06,8.1,Big Sioux River @ Timberline,14.9,8.33,,3.5,23.0,,0.06,15.0
2977,2022-10-13,8.19,Big Sioux River @ Timberline,9.7,9.25,,3.1,11.0,,0.04,18.0
2978,2022-10-20,8.25,Big Sioux River @ Timberline,6.8,10.68,,5.0,14.5,,0.04,15.0
2979,2022-10-27,8.16,Big Sioux River @ Timberline,10.4,8.81,,6.7,24.5,,0.01,13.6
2980,2022-11-03,8.21,Big Sioux River @ Timberline,13.0,7.87,,7.7,22.0,,0.05,9.9
2981,2022-11-09,8.3,Big Sioux River @ Timberline,10.0,9.98,,6.5,18.0,,0.11,11.0
2982,2022-11-17,8.56,Big Sioux River @ Timberline,1.6,13.54,,9.5,23.0,,0.06,9.5
2983,2022-11-22,8.55,Big Sioux River @ Timberline,1.7,14.31,,8.3,27.2,,0.05,11.7
2984,2022-11-30,8.33,Big Sioux River @ Timberline,1.7,13.44,,4.7,10.4,,0.54,16.5
2985,2022-12-07,8.43,Big Sioux River @ Timberline,3.4,13.32,,9.0,5.0,,0.06,17.0
2986,2022-12-20,8.16,Big Sioux River @ Timberline,1.4,14.1,,4.8,10.0,,0.1,17.0
2987,2022-12-29,7.85,Big Sioux River @ Timberline,4.1,9.35,,4.6,6.5,,0.87,21.0
2988,2023-01-12,,Big Sioux River @ Timberline,1.1178549318861597,,,,,,,
2989,2023-01-27,8.01,Big Sioux River @ Timberline,3.6,14.52,,6.0,32.0,,0.64,22.0
2990,2023-02-02,7.78,Big Sioux River @ Timberline,2.1,16.67,,3.4,6.4,,1.1,20.4
2991,2023-02-07,7.91,Big Sioux River @ Timberline,2.3,12.06,,14.8,4.0,,0.68,0.65
2992,2023-02-16,7.86,Big Sioux River @ Timberline,2.5,16.43,,11.1,11.5,,0.38,16.0
2993,2023-02-28,,Big Sioux River @ Timberline,2.391909882098127,,,,,,,
2994,2023-03-09,7.92,Big Sioux River @ Timberline,4.3,11.25,,4.8,3.7,,0.29,20.0
2995,2023-03-14,7.98,Big Sioux River @ Timberline,3.4,14.46,,5.7,6.3,,0.35,20.0
2996,2023-03-20,8.05,Big Sioux River @ Timberline,1.6,16.0,,3.5,9.2,,0.19,11.0
2997,2023-03-30,8.14,Big Sioux River @ Timberline,5.2,18.23,,5.5,,,0.41,9.2
2998,2023-04-06,8.13,Big Sioux River @ Timberline,0.3,20.46,,12.4,,,1.12,3.5
2999,2023-04-13,7.92,Big Sioux River @ Timberline,12.9,6.4,,6.7,220.0,,0.69,2.1
3000,2023-04-20,8.14,Big Sioux River @ Timberline,8.7,11.84,,3.9,110.0,,0.18,1.6
3001,2023-04-27,8.3,Big Sioux River @ Timberline,10.6,8.62,,3.6,60.0,,0.02,1.5
3002,2023-05-04,14.0,Big Sioux River @ Timberline,12.2,10.35,,7.0,82.0,17.0,0.01,0.33
3003,2023-05-17,8.45,Big Sioux River @ Timberline,17.1,9.02,,3.9,238.0,74.0,0.01,1.0
3004,2023-05-25,8.62,Big Sioux River @ Timberline,20.8,8.41,,6.4,36.0,,0.02,0.65
3005,2023-06-01,8.44,Big Sioux River @ Timberline,23.0,6.82,,6.3,32.0,83.0,0.02,0.47
3006,2023-06-08,8.32,Big Sioux River @ Timberline,24.7,6.65,,6.6,43.0,291.0,0.03,1.9
3007,2023-06-15,8.44,Big Sioux River @ Timberline,24.1,8.48,,8.2,39.5,261.0,0.02,3.4
3008,2023-06-22,8.19,Big Sioux River @ Timberline,23.4,6.94,,3.9,24.0,435.0,0.03,3.2
3009,2023-06-29,8.16,Big Sioux River @ Timberline,23.0,6.29,,2.5,28.0,387.0,0.03,1.4
3010,2023-07-06,8.27,Big Sioux River @ Timberline,21.1,6.44,,2.7,24.5,326.0,0.05,5.0
3011,2023-07-13,8.18,Big Sioux River @ Timberline,21.2,6.99,,2.9,33.0,2420.0,0.07,1.7
3012,2023-07-20,8.48,Big Sioux River @ Timberline,21.7,6.6,,4.4,24.0,102.0,0.02,4.3
3013,2023-07-27,8.24,Big Sioux River @ Timberline,26.0,5.2,,4.4,19.0,138.0,0.02,8.6
3014,2023-08-01,8.14,Big Sioux River @ Timberline,23.8,6.58,,3.1,20.0,921.0,0.05,8.0
3015,2023-08-17,8.15,Big Sioux River @ Timberline,20.7,6.71,,4.7,16.5,155.0,0.04,6.8
3016,2023-08-24,8.18,Big Sioux River @ Timberline,26.7,6.44,,4.6,14.5,98.0,0.02,6.5
3017,2023-08-31,8.0,Big Sioux River @ Timberline,20.9,7.17,,2.8,18.5,152.0,0.06,3.5
3018,2023-09-07,8.05,Big Sioux River @ Timberline,18.0,7.03,,4.5,9.5,118.0,0.09,15.0
3019,2023-09-14,8.03,Big Sioux River @ Timberline,18.4,6.7,,3.1,4.0,80.0,0.06,16.0
3020,2023-09-21,7.88,Big Sioux River @ Timberline,20.6,8.56,,4.1,11.0,126.0,0.06,20.0
3021,2023-09-27,8.11,Big Sioux River @ Timberline,17.8,7.64,,2.9,10.0,65.0,0.07,12.0
3022,2023-10-05,7.89,Big Sioux River @ Timberline,16.1,6.37,,7.1,18.5,,0.03,6.1
3023,2023-10-12,8.16,Big Sioux River @ Timberline,12.8,8.22,,6.6,68.0,,0.04,9.3
3024,2023-10-18,8.22,Big Sioux River @ Timberline,13.5,7.23,,5.0,9.0,,0.03,8.6
3025,2023-10-26,8.17,Big Sioux River @ Timberline,13.5,8.55,,7.5,18.0,,0.1,5.9
3026,2023-11-02,8.29,Big Sioux River @ Timberline,3.3,11.9,,11.9,21.0,,0.05,5.5
3027,2023-11-16,8.27,Big Sioux River @ Timberline,8.7,9.97,,10.5,23.0,,0.03,6.1
3028,2023-11-21,8.41,Big Sioux River @ Timberline,5.9,10.62,,10.2,25.5,,0.02,4.8
3029,2023-11-30,,Big Sioux River @ Timberline,2.947524760811009,,,7.2,14.0,,0.02,9.3
3030,2023-12-06,8.17,Big Sioux River @ Timberline,5.5,10.41,,6.46,6.0,,0.02,14.0
3031,2023-12-14,8.41,Big Sioux River @ Timberline,0.9,14.78,,4.6,5.5,,0.04,4.2
3032,2023-12-19,8.39,Big Sioux River @ Timberline,1.4,12.73,,5.54,4.0,,0.03,6.4
3033,2023-12-28,8.37,Big Sioux River @ Timberline,2.1,13.14,,7.6,10.5,,0.02,4.4
3034,2012-06-05,7.95,Skunk Creek @ Marion Road,26.3,8.42,0.0,6.5,101.0,154.0,0.08,1.1
3035,2012-06-08,8.88,Skunk Creek @ Marion Road,22.0,9.33,0.0,4.2,140.0,172.0,0.02,1.3
3036,2012-06-11,8.42,Skunk Creek @ Marion Road,21.4,8.83,0.0,4.0,48.0,135.0,0.03,2.0
3037,2012-06-14,7.48,Skunk Creek @ Marion Road,22.3,9.43,0.0,4.6,124.0,291.0,0.04,1.5
3038,2012-06-19,8.44,Skunk Creek @ Marion Road,25.89,7.25,1.49,3.9,69.5,225.0,0.03,1.0
3039,2012-06-22,8.46,Skunk Creek @ Marion Road,21.1,7.1,1.418,5.0,69.0,365.0,0.03,0.8
3040,2012-06-26,8.44,Skunk Creek @ Marion Road,22.7,8.7,0.44,5.2,63.0,214.0,0.01,0.62
3041,2012-06-28,7.86,Skunk Creek @ Marion Road,25.33,7.85,0.001,6.0,40.0,210.0,0.01,0.12
3042,2012-07-02,7.82,Skunk Creek @ Marion Road,27.0,7.83,0.006,10.3,69.0,326.0,0.01,0.01
3043,2012-07-05,8.27,Skunk Creek @ Marion Road,26.7,7.14,0.015,,91.0,2420.0,0.02,0.02
3044,2012-07-10,7.81,Skunk Creek @ Marion Road,23.3,8.24,0.003,13.1,98.0,34.0,0.02,0.012
3045,2012-07-13,8.23,Skunk Creek @ Marion Road,23.6,8.4,0.003,9.5,100.0,104.0,0.02,0.039
3046,2012-07-17,8.21,Skunk Creek @ Marion Road,25.43,5.49,1.2,9.0,131.0,162.0,0.02,0.01
3047,2012-07-25,7.93,Skunk Creek @ Marion Road,27.36,7.51,0.02,8.4,66.0,124.0,0.14,0.01
3048,2012-07-27,8.29,Skunk Creek @ Marion Road,24.3,7.57,1.2,5.3,82.0,54.0,0.07,0.01
3049,2012-07-29,8.1,Skunk Creek @ Marion Road,25.62,4.01,1.142,4.9,97.0,69.0,0.01,0.01
3050,2012-07-30,7.98,Skunk Creek @ Marion Road,30.92,7.59,1.09,7.1,50.0,,0.02,0.01
3051,2012-08-01,8.37,Skunk Creek @ Marion Road,25.74,5.17,1.116,7.0,67.0,125.0,0.03,0.01
3052,2012-08-03,8.44,Skunk Creek @ Marion Road,23.95,4.46,1.103,6.7,95.0,147.0,0.08,0.01
3053,2012-08-07,8.8,Skunk Creek @ Marion Road,23.6,4.95,1.08,4.8,68.0,81.0,0.02,0.01
3054,2012-08-09,7.98,Skunk Creek @ Marion Road,21.86,5.19,1.089,4.9,64.0,126.0,0.06,0.01
3055,2012-08-14,8.08,Skunk Creek @ Marion Road,19.52,6.5,1.068,3.9,61.0,,0.02,0.01
3056,2012-08-17,8.03,Skunk Creek @ Marion Road,17.5,6.03,1.104,10.2,43.0,50.0,0.02,0.01
3057,2012-08-21,8.98,Skunk Creek @ Marion Road,19.73,6.91,1.082,4.4,34.0,96.0,0.01,0.01
3058,2012-08-23,8.35,Skunk Creek @ Marion Road,21.53,5.0,1.123,4.8,54.0,105.0,0.02,0.01
3059,2012-08-28,8.7,Skunk Creek @ Marion Road,22.85,4.7,1.205,4.7,112.0,62.0,0.03,0.012
3060,2012-08-30,8.47,Skunk Creek @ Marion Road,22.38,5.26,1.229,2.4,35.0,37.0,0.04,0.026
3061,2012-09-04,7.95,Skunk Creek @ Marion Road,20.76,4.15,1.062,5.2,47.0,2420.0,0.13,0.27
3062,2012-09-07,8.56,Skunk Creek @ Marion Road,18.21,5.19,1.161,4.5,4.5,411.0,0.04,0.018
3063,2012-09-11,8.38,Skunk Creek @ Marion Road,17.78,6.12,1.285,4.3,190.0,91.0,0.02,0.011
3064,2012-09-14,8.85,Skunk Creek @ Marion Road,15.45,6.0,1.235,3.0,54.0,249.0,0.02,0.017
3065,2012-09-18,8.58,Skunk Creek @ Marion Road,13.02,5.76,1.211,4.1,45.0,101.0,0.02,0.01
3066,2012-09-21,8.83,Skunk Creek @ Marion Road,13.96,6.59,1.309,6.2,59.0,365.0,0.01,0.01
3067,2012-09-25,7.7,Skunk Creek @ Marion Road,12.65,6.15,1.455,2.5,49.0,62.0,0.02,0.01
3068,2012-09-28,8.28,Skunk Creek @ Marion Road,12.32,6.1,1.285,1.2,36.0,46.0,0.09,0.017
3069,2012-10-02,8.8,Skunk Creek @ Marion Road,15.55,8.25,1.316,3.8,28.5,75.0,0.04,0.017
3070,2012-10-04,9.88,Skunk Creek @ Marion Road,10.51,8.47,1.355,4.7,35.0,65.0,0.08,0.025
3071,2012-10-09,7.8,Skunk Creek @ Marion Road,9.83,9.12,1.356,4.5,22.5,26.0,0.1,0.01
3072,2012-10-10,7.98,Skunk Creek @ Marion Road,6.82,8.21,1.344,4.4,18.5,35.0,0.06,0.01
3073,2012-10-16,8.12,Skunk Creek @ Marion Road,11.44,9.42,1.362,4.6,22.0,20.0,0.02,0.01
3074,2012-10-19,7.36,Skunk Creek @ Marion Road,16.42,9.68,1.329,7.9,17.0,411.0,0.03,0.066
3075,2012-10-22,7.25,Skunk Creek @ Marion Road,17.9,9.37,0.072,3.9,25.0,14.0,0.08,0.01
3076,2012-10-24,8.2,Skunk Creek @ Marion Road,14.8,10.0,0.07,5.5,55.0,26.0,0.04,0.01
3077,2012-10-30,8.48,Skunk Creek @ Marion Road,6.81,14.06,1.201,3.2,11.0,15.0,0.03,0.15
3078,2012-10-31,7.59,Skunk Creek @ Marion Road,11.41,13.89,0.012,3.2,12.0,10.0,0.03,0.14
3079,2012-11-05,8.23,Skunk Creek @ Marion Road,5.65,14.28,1.126,1.7,8.0,20.0,0.16,0.084
3080,2012-11-08,7.29,Skunk Creek @ Marion Road,17.58,11.69,0.006,2.6,8.7,12.0,0.05,0.031
3081,2012-11-13,7.54,Skunk Creek @ Marion Road,1.09,15.69,1.235,4.4,10.0,5.0,0.07,0.01
3082,2012-11-15,8.4,Skunk Creek @ Marion Road,2.7,15.17,1.243,2.3,20.0,27.0,0.03,0.03
3083,2012-11-20,7.7,Skunk Creek @ Marion Road,7.1,10.37,0.005,3.9,12.0,9.0,0.03,0.13
3084,2012-11-28,7.1,Skunk Creek @ Marion Road,5.21,12.44,1.274,4.0,12.5,1.0,0.03,0.041
3085,2012-11-29,8.13,Skunk Creek @ Marion Road,0.81,17.37,0.928,2.8,7.5,3.0,0.03,0.06
3086,2012-12-04,7.16,Skunk Creek @ Marion Road,1.96,12.16,1.165,0.7,7.4,6.0,0.07,0.078
3087,2012-12-05,6.85,Skunk Creek @ Marion Road,0.81,13.75,1.166,0.6,9.2,8.0,0.04,0.064
3088,2012-12-18,9.68,Skunk Creek @ Marion Road,1.31,12.44,1.269,2.5,4.8,8.0,0.04,0.37
3089,2013-03-11,7.73,Skunk Creek @ Marion Road,1.1,17.86,1.293,11.4,19.0,1120.0,1.35,1.6
3090,2013-03-15,9.1,Skunk Creek @ Marion Road,2.16,15.45,0.438,1.9,28.7,208.0,,2.1
3091,2013-03-19,8.52,Skunk Creek @ Marion Road,2.41,15.01,0.62,15.2,19.5,27.0,0.94,1.5
3092,2013-03-21,8.59,Skunk Creek @ Marion Road,0.27,16.34,0.817,12.9,10.5,1.0,1.27,1.5
3093,2013-03-29,9.06,Skunk Creek @ Marion Road,1.67,14.45,0.925,5.4,14.0,15.0,0.92,0.97
3094,2013-04-03,10.74,Skunk Creek @ Marion Road,4.41,15.13,1.022,5.2,24.0,10.0,,0.68
3095,2013-04-05,8.46,Skunk Creek @ Marion Road,6.71,12.82,1.079,2.6,22.0,6.0,,0.34
3096,2013-04-09,8.6,Skunk Creek @ Marion Road,3.85,13.4,0.908,5.5,329.0,102.0,,0.14
3097,2013-04-12,9.09,Skunk Creek @ Marion Road,4.59,17.48,1.044,7.1,30.0,1.0,,
3098,2013-04-16,9.06,Skunk Creek @ Marion Road,7.08,17.23,1.17,9.4,61.0,101.0,,0.049
3099,2013-04-19,8.93,Skunk Creek @ Marion Road,0.45,15.73,1.212,7.9,36.0,18.0,,0.11
3100,2013-04-25,8.69,Skunk Creek @ Marion Road,5.24,14.37,1.229,8.2,47.0,19.0,,1.5
3101,2013-04-26,8.62,Skunk Creek @ Marion Road,10.3,10.97,1.258,8.8,64.0,38.0,,0.8
3102,2013-04-29,8.61,Skunk Creek @ Marion Road,13.64,9.58,1.226,,45.0,27.0,,2.0
3103,2013-04-30,8.6,Skunk Creek @ Marion Road,15.14,10.48,1.255,5.3,52.0,39.0,,0.92
3104,2013-05-09,8.52,Skunk Creek @ Marion Road,14.53,10.21,0.995,7.1,31.0,,,0.01
3105,2013-05-10,8.43,Skunk Creek @ Marion Road,14.54,11.84,1.318,6.7,38.0,1046.0,,0.01
3106,2013-05-15,8.45,Skunk Creek @ Marion Road,15.06,10.39,1.024,4.9,25.0,35.0,,0.01
3107,2013-05-17,8.54,Skunk Creek @ Marion Road,16.67,9.98,1.159,4.5,32.0,178.0,,0.046
3108,2013-05-20,8.43,Skunk Creek @ Marion Road,18.18,7.15,1.315,4.8,46.0,326.0,,0.19
3109,2013-05-21,8.6,Skunk Creek @ Marion Road,16.37,8.58,1.361,4.2,47.0,86.0,,0.25
3110,2013-05-29,7.99,Skunk Creek @ Marion Road,17.56,8.94,1.117,2.5,138.0,2420.0,,2.3
3111,2013-05-31,7.9,Skunk Creek @ Marion Road,17.89,8.28,1.327,,43.0,152.0,,1.5
3112,2013-06-04,8.32,Skunk Creek @ Marion Road,15.89,7.68,1.296,4.8,107.0,2420.0,0.15,1.2
3113,2013-06-06,8.57,Skunk Creek @ Marion Road,17.7,11.48,1.372,4.0,73.0,248.0,0.03,0.76
3114,2013-06-11,8.45,Skunk Creek @ Marion Road,21.11,10.05,1.271,3.6,91.0,1300.0,0.11,1.8
3115,2013-06-13,8.43,Skunk Creek @ Marion Road,17.83,8.2,1.346,1.7,169.0,1414.0,0.14,3.0
3116,2013-06-17,8.38,Skunk Creek @ Marion Road,21.28,7.13,1.381,4.1,109.0,866.0,0.05,2.3
3117,2013-06-20,8.45,Skunk Creek @ Marion Road,21.15,7.62,1.402,4.8,78.0,178.0,0.04,1.4
3118,2013-06-25,8.36,Skunk Creek @ Marion Road,22.09,6.95,1.198,4.7,186.0,3873.0,0.1,3.0
3119,2013-06-27,8.31,Skunk Creek @ Marion Road,24.27,6.81,1.437,4.2,171.0,1785.0,0.08,2.9
3120,2013-07-01,8.56,Skunk Creek @ Marion Road,22.62,8.86,0.0,5.2,64.0,119.0,0.06,1.4
3121,2013-07-03,8.01,Skunk Creek @ Marion Road,23.76,8.31,0.0,10.7,80.0,613.0,0.06,
3122,2013-07-10,8.56,Skunk Creek @ Marion Road,25.38,5.86,0.951,7.6,59.0,199.0,0.01,0.015
3123,2013-07-11,8.46,Skunk Creek @ Marion Road,24.14,7.81,1.268,3.4,52.0,248.0,0.05,0.96
3124,2013-07-15,8.49,Skunk Creek @ Marion Road,22.39,8.21,1.239,8.1,53.0,345.0,0.02,0.015
3125,2013-07-17,8.33,Skunk Creek @ Marion Road,24.97,6.15,1.212,11.3,39.0,248.0,0.03,0.01
3126,2013-07-23,8.4,Skunk Creek @ Marion Road,23.97,6.73,1.186,8.2,57.0,147.0,0.01,0.017
3127,2013-07-26,8.37,Skunk Creek @ Marion Road,20.96,6.02,1.223,5.5,32.0,105.0,0.02,0.017
3128,2013-07-29,8.28,Skunk Creek @ Marion Road,19.65,6.03,1.241,5.6,46.0,96.0,0.03,0.01
3129,2013-07-31,8.46,Skunk Creek @ Marion Road,20.43,5.88,1.233,6.1,47.0,66.0,0.02,0.011
3130,2013-08-06,8.22,Skunk Creek @ Marion Road,20.91,5.69,1.232,5.5,56.0,120.0,0.02,0.12
3131,2013-08-09,8.03,Skunk Creek @ Marion Road,19.6,5.25,1.246,3.9,36.0,93.0,0.08,0.043
3132,2013-08-12,8.68,Skunk Creek @ Marion Road,20.74,7.48,0.988,5.6,41.0,2420.0,0.01,0.37
3133,2013-08-13,8.76,Skunk Creek @ Marion Road,20.57,6.63,0.85,5.1,43.0,1203.0,0.03,0.59
3134,2013-08-21,8.35,Skunk Creek @ Marion Road,23.42,4.97,1.129,5.3,51.0,70.0,0.01,0.01
3135,2013-08-23,8.71,Skunk Creek @ Marion Road,24.76,5.09,0.988,7.3,43.0,145.0,0.03,0.01
3136,2013-08-26,8.61,Skunk Creek @ Marion Road,27.1,6.59,1.296,6.8,56.0,127.0,0.01,0.01
3137,2013-08-29,8.28,Skunk Creek @ Marion Road,25.64,4.84,1.229,5.2,57.0,124.0,0.01,0.11
3138,2013-09-03,9.06,Skunk Creek @ Marion Road,21.43,5.86,1.028,5.4,61.0,166.0,0.01,0.01
3139,2013-09-05,8.95,Skunk Creek @ Marion Road,23.47,5.75,1.031,5.0,46.0,140.0,0.02,0.01
3140,2013-09-10,8.92,Skunk Creek @ Marion Road,24.25,5.17,1.057,5.5,49.0,131.0,0.01,0.01
